id,category_id,category_name,name,image_url,price
19159,1873,Kids,BownBee Boys Hathi Print Infant Cotton Dhoti kurta Sets - Red,https://zulushop.in/EnhanceAIImage/AW21DK25RD_6_1800x18005.jpg,1849
19160,1873,Kids,BownBee Boys Hathi Print Infant Cotton Dhoti kurta Sets - Yellow,uploads/seller/AW21DK25YW_3_1800x18003.jpg,1849
19161,1873,Kids,BownBee Sleeveless Elephant Print Top With Leheriya Design Lehenga Sets,temp_images/19161_1.png,2165
19162,1873,Kids,BownBee Sleeveless Elephant Print Top With Leheriya Design Lehenga Sets,uploads/seller/BD22LC48YWA_3_74b2c7a7-e479-4f10-992d-b0d16642583e_1800x18006.jpg,2165
19163,1873,Kids,BownBee Pure Cotton Printed Leheriya Kurta Pajama for Boys- Yellow,uploads/seller/3_8_1800x18002.jpg,1249
19164,1873,Kids,BownBee Pure Cotton Printed Kurta Sharara with Dupatta for Girls - Pink,uploads/seller/4_2_1800x18002.jpg,1999
19165,1873,Kids,BownBee Girls Ethnic Festive Wear Pure Cotton Printed  with Gotta patti Kurta Sharara - Red,uploads/seller/BD23SU37RDA_1_1800x18002.jpg,1875
19166,1873,Kids,BownBee Pure Cotton Printed Kurta Sharara with Dupatta for Girls- Yellow,uploads/seller/4_10_1800x18002.jpg,1999
19167,1873,Kids,BownBee Pure Cotton Full Sleeve Dhoti Kurta for Boys- Pink,uploads/seller/BR23DK45PIA_2_1800x18002.jpg,1249
19168,1873,Kids,BownBee Pure Cotton Full Sleeve Dhoti Kurta for Boys - Purple,uploads/seller/BR23DK45PRA_1_1800x18002.jpg,1249
19169,1873,Kids,BownBee Embroidered Bangali Style Kurta with Dhoti for Boys- Yellow,uploads/seller/BR23DK48YWA_2_1800x18002.jpg,1499
19170,1873,Kids,BownBee Full Sleeve Pure Cotton Dhoti Kurta for Boys- Gray,uploads/seller/Edited_BR23DK50GYA_4_1800x18002.jpg,999
19171,1873,Kids,BownBee Pure Cotton Full Sleeve Kurta Pajama for Boys- Blue,uploads/seller/BR23KP46BLA_2_1800x18002.jpg,1125
19172,1873,Kids,BownBee Halter Neck Pure Cotton Kurti with Harem for Girls- Blue,uploads/seller/BR23SU28BLA_3_1800x18002.jpg,1499
19173,1873,Kids,BownBee Pure Cotton Printed Kurta Sharara  for Girls- Pink,uploads/seller/BR23SU29PIA_6_1800x18002.jpg,1875
19174,1873,Kids,BownBee Pure Cotton Jacket with Full Sleeve Kurta Dhoti Set for Boys- Green,uploads/seller/22_8_1800x18002.jpg,2249
19175,1873,Kids,BownBee Boys Pure Cotton Fish Print Full Sleeve Kurta Pajama - Indigo,uploads/seller/Pure_Cotton_Fish_Print_Full_Sleeve_Kurta_Pajama_for_Boys_Indigo_BR24KP68INA_6_1800x18002.jpg,1125
19176,1873,Kids,BownBee Boys Pure Cotton Fish Print Full Sleeve Kurta Pajama - Maroon,uploads/seller/BownBeePureCottonFishPrintFullSleeveKurtaPajamaforBoysMaroonBR24KP68MRA_3_1800x18002.jpg,1125
19177,1873,Kids,BownBee Boys Pure Cotton Fish Print Full Sleeve Kurta Pajama - Yellow,uploads/seller/BownBeePureCottonFishPrintFullSleeveKurtaPajamaforBoysYellowBR24KP68YWA_4_1800x18002.jpg,1125
19178,1873,Kids,BownBee Pure Cotton Kurta Pajama with Jacket for Boys - Green,uploads/seller/BR24KP74GRA_5_1800x18002.jpg,2125
19179,1873,Kids,BownBee Halter Girls Neck Pure Cotton Fish Print Kurti with Harem - Indigo,uploads/seller/HalterNeckPureCottonFishPrintKurtiwithHaremforGirlsIndigoBR24SU49INA_5_47462bb7-a6af-4cf5-8eb6-c4faaad0496f_1800x18002.jpg,1499
19180,1873,Kids,BownBee Girls Halter Neck Pure Cotton Fish Print Kurti with Harem - Yellow,uploads/seller/HalterNeckPureCottonFishPrintKurtiwithHaremforGirlsYellowBR24SU49YWA_3_1800x1800.jpg,1499
19181,1873,Kids,BownBee Pure Cotton Kurta with Sharara and Dupatta for Girls - Green,uploads/seller/BR24SU58GRA_6_1800x1800.jpg,2125
19182,1873,Kids,BownBee 100% Cotton Full Sleeves Giraffe Embroidery Kurta with Printed Kurta Dhoti Set,uploads/seller/BS23DK47BLA_3_3_e864f2d5-45bb-423f-8b7d-707abf3e395b_1800x1800.jpg,1625
19183,1873,Kids,BownBee 100% Cotton Full Sleeves Giraffe Embroidery Kurta with Printed Kurta Dhoti Set,uploads/seller/BS23DK47YWA_3_3_1800x1800.jpg,1625
19184,1873,Kids,BownBee 100% Cotton Sleeveless Indo Western Giraffe Printed Kurta Styled Top Dhoti Set - Blue,uploads/seller/BS23IW28BLA_3_4_1800x1800.jpg,1625
19185,1873,Kids,BownBee 100% Cotton Sleeveless Indo Western Giraffe Printed Kurta Style Top With Dhoti Set - Yellow,uploads/seller/BS23IW28YWA_4_4_1800x1800.jpg,1625
19186,1873,Kids,BownBee Girls  Pure Cotton Floral Printed Top with Dhoti for Girls-Blue,uploads/seller/BS24IW48BLA_1800x1800.jpg,1999
19187,1873,Kids,BownBee Girls Pure Cotton Floral Printed Top with Dhoti for Girls-Red,uploads/seller/BS24IW48RDA_1800x1800.jpg,1999
19188,1873,Kids,BownBee Girls Pure Cotton Floral  Printed Top with Dhoti for Girls-Yellow,uploads/seller/BS24IW48YWA_1800x1800.jpg,1999
19189,1870,Women,Yin Yang Kaftan,uploads/seller/IMG-20240705_1310492.jpg,1990
19190,1870,Women,Tree of Life Shirt Kaftan,uploads/seller/Tree-of-life-hand-block-printed-cotton-kaftan-dress-42.jpg,1890
19191,1870,Women,Grey Sky Palm Kaftan,uploads/seller/IMG-20241002-WA01983.jpg,1990
19192,1870,Women,Botanic Bae Kaftan,uploads/seller/rn-image_picker_lib_temp_bf9332f0-c2ad-43d2-b2fb-24a7c898c40c2.jpg,1990
19193,1870,Women,Ikat Geometric Kaftan,uploads/seller/IMG-20241022_1516553.jpg,1890
19194,1870,Women,Red Hearts Half And Half Shirt,uploads/seller/shirt12.jpg,1890
19195,1870,Women,Nautical Stripe Oversized Shirt,uploads/seller/stripe_shirt2.jpg,1890
19196,1870,Women,Yin Yang Coord Set,temp_images/19196_1.png,1890
19197,1870,Women,Cocoa Dusk Skirt Set (Set of 2),uploads/seller/skirtset62.jpg,2990
19198,1870,Women,Rose Noir Collar Style Coord Set (Set of 2),uploads/seller/VGP058532.jpg,2890
19199,1870,Women,Love Birds Tote (With Zipper),https://zulushop.in/EnhanceAIImage/IMG202410161440152.jpg,1990
19200,1870,Women,Yin Yang Tote - Black (With Zipper),https://zulushop.in/EnhanceAIImage/IMG-20240422_1833143.jpg,1990
19201,1870,Women,Peachy Pink Palm Tote,temp_images/19201_1.png,1990
19203,1869,Men,2 Way Stretch Satin Shirt in Midnight Blue,uploads/seller/1_3ec5d5e3-ee45-462d-9495-796e4afaac56.jpg,2390
19204,1869,Men,2 Way Stretch Satin Shirt in Stone Blue- Slim Fit,uploads/seller/DGP_24861.jpg,1990
19205,1869,Men,2 Way Stretch Satin Shirt in Light Grey,uploads/seller/SUBFS011-LIGHTGREY-40_1.jpg,1990
19206,1869,Men,2 Way Stretch Satin Shirt in Hazelwood- Slim Fit,uploads/seller/DGP_2425.jpg,1990
19207,1869,Men,2 Way Stretch Satin Shirt in Rose Metal- Slim Fit,uploads/seller/DGP_2269.jpg,1990
19208,1869,Men,2 Way Stretch Satin Shirt in Hunter Green- Slim Fit,uploads/seller/DGP_2244.jpg,1990
19209,1869,Men,Double Pocket Cargo Shirt in Prussian Blue - Comfort Fit,uploads/seller/DGP_2845.jpg,2190
19210,1869,Men,2 Way Stretch Oxford Shirt in Light Orange - Slim Fit,uploads/seller/DGP_2706.jpg,2290
19211,1869,Men,2 Way Stretch Oxford Shirt in Mint Green- Slim Fit,uploads/seller/2E4A1603.jpg,2290
19212,1869,Men,Lightweight Cotton Linen Shirt in Sea Green- Comfort Fit,uploads/seller/2E4A1742_363f69e7-f395-4ff4-8358-56a231fa813c.jpg,2190
19213,1869,Men,Lightweight Cotton Linen Shirt in Khaki- Comfort Fit,uploads/seller/2E4A1580_ddb44181-a021-4f2a-b2eb-ecc00796f9af.jpg,2190
19214,1869,Men,Cuban Collar Half Sleeve Casual Shirt in White - Comfort Fit,uploads/seller/SUBCS012-WHITE-40_1.jpg,1890
19215,1869,Men,Cuban Collar Half Sleeve Casual Shirt in Beige - Comfort Fit,uploads/seller/SUBCS012-BEIGE-40_1.jpg,1890
19216,1869,Men,Cuban Collar Half Sleeve Striped Shirt in Beige/Black - Comfort Fit,uploads/seller/SUBCS013-BEIGEBLACK-40_1.jpg,1890
19217,1869,Men,Flex Waist 4-Way Stretch Formal Trousers in Lunar Grey - Slim Fit,uploads/seller/SUBFT004-LUNARGREY-32_1_24153347-6a1d-4ea2-9600-132ed6b4f05f1.jpg,2690
19218,1869,Men,Flex Waist 4-Way Stretch Formal Trousers in Navy Blue- Slim Fit,uploads/seller/2E4A0325_e0239d4b-0f31-4631-8a40-ab9659d0d8f2.jpg,2690
19219,1869,Men,Flex Waist 4-Way Stretch Formal Trousers in Beige - Slim Fit,uploads/seller/SUBFT004-BEIGE-32_1_ec320c32-4a44-4f60-975f-2794ce44095f1.jpg,2690
19220,1869,Men,Flex Waist 4-Way Stretch Formal Trousers in Black- Slim Fit,uploads/seller/SUBFT004-BLACK-32_1.jpg,2690
19221,1869,Men,Flex Waist 4-Way Stretch Formal Trousers in Light Grey- Slim Fit,uploads/seller/SUBFT004-LIGHTGREY-32_1_9d73f365-e171-48b7-ba59-dd796824935b1.jpg,2690
19234,1870,Women,GYM Set,uploads/seller/842.jpg,3499
19236,1870,Women,Basic IT Girl Baby Tee For Women,uploads/seller/0E8E25E5-F731-457E-9F8D-8D3E92E86F59.jpg,999
19237,1870,Women,Basic IT Girl Baby Tee For Women,uploads/seller/VS_01487_Custom.jpg,999
19238,1870,Women,Basic IT Girl Baby Tee For Women,uploads/seller/VS_01751_Custom.jpg,999
